"";"featurecode";"featurename";"areatypename"
"1";"S12000048";"Perth and Kinross";"Council Areas"
"2";"S12000048";"Perth and Kinross";"Council Areas"
"3";"S12000014";"Falkirk";"Council Areas"
"4";"S12000048";"Perth and Kinross";"Council Areas"
"5";"S12000014";"Falkirk";"Council Areas"
"6";"S12000048";"Perth and Kinross";"Council Areas"
"7";"S12000014";"Falkirk";"Council Areas"
"8";"S12000048";"Perth and Kinross";"Council Areas"
"9";"S12000020";"Moray";"Council Areas"
"10";"S12000017";"Highland";"Council Areas"
"11";"S12000014";"Falkirk";"Council Areas"
"12";"S12000017";"Highland";"Council Areas"
"13";"S12000047";"Fife";"Council Areas"
"14";"S12000018";"Inverclyde";"Council Areas"
"15";"S12000048";"Perth and Kinross";"Council Areas"
"16";"S12000018";"Inverclyde";"Council Areas"
"17";"S12000018";"Inverclyde";"Council Areas"
"18";"S12000047";"Fife";"Council Areas"
"19";"S12000048";"Perth and Kinross";"Council Areas"
"20";"S12000047";"Fife";"Council Areas"
"21";"S12000018";"Inverclyde";"Council Areas"
"22";"S12000047";"Fife";"Council Areas"
"23";"S12000048";"Perth and Kinross";"Council Areas"
"24";"S12000047";"Fife";"Council Areas"
"25";"S12000026";"Scottish Borders";"Council Areas"
"26";"S12000005";"Clackmannanshire";"Council Areas"
"27";"S12000008";"East Ayrshire";"Council Areas"
"28";"S12000008";"East Ayrshire";"Council Areas"
"29";"S12000005";"Clackmannanshire";"Council Areas"
"30";"S12000010";"East Lothian";"Council Areas"
"31";"S12000019";"Midlothian";"Council Areas"
"32";"S12000008";"East Ayrshire";"Council Areas"
"33";"S12000019";"Midlothian";"Council Areas"
"34";"S12000008";"East Ayrshire";"Council Areas"
"35";"S12000005";"Clackmannanshire";"Council Areas"
"36";"S12000005";"Clackmannanshire";"Council Areas"
"37";"S12000019";"Midlothian";"Council Areas"
"38";"S12000019";"Midlothian";"Council Areas"
"39";"S12000020";"Moray";"Council Areas"
"40";"S12000021";"North Ayrshire";"Council Areas"
"41";"S12000020";"Moray";"Council Areas"
"42";"S12000005";"Clackmannanshire";"Council Areas"
"43";"S12000020";"Moray";"Council Areas"
"44";"S12000019";"Midlothian";"Council Areas"
"45";"S12000005";"Clackmannanshire";"Council Areas"
"46";"S12000020";"Moray";"Council Areas"
"47";"S12000020";"Moray";"Council Areas"
"48";"S12000020";"Moray";"Council Areas"
"49";"S12000021";"North Ayrshire";"Council Areas"
"50";"S12000021";"North Ayrshire";"Council Areas"
"51";"S12000021";"North Ayrshire";"Council Areas"
"52";"S12000017";"Highland";"Council Areas"
"53";"S12000017";"Highland";"Council Areas"
"54";"S12000020";"Moray";"Council Areas"
"55";"S12000018";"Inverclyde";"Council Areas"
"56";"S12000018";"Inverclyde";"Council Areas"
"57";"S12000018";"Inverclyde";"Council Areas"
"58";"S12000020";"Moray";"Council Areas"
"59";"S12000021";"North Ayrshire";"Council Areas"
"60";"S12000021";"North Ayrshire";"Council Areas"
"61";"S12000008";"East Ayrshire";"Council Areas"
"62";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"63";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"64";"S12000014";"Falkirk";"Council Areas"
"65";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"66";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"67";"S12000021";"North Ayrshire";"Council Areas"
"68";"S12000021";"North Ayrshire";"Council Areas"
"69";"S12000017";"Highland";"Council Areas"
"70";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"71";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"72";"S12000017";"Highland";"Council Areas"
"73";"S12000017";"Highland";"Council Areas"
"74";"S12000019";"Midlothian";"Council Areas"
"75";"S12000017";"Highland";"Council Areas"
"76";"S12000018";"Inverclyde";"Council Areas"
"77";"S12000019";"Midlothian";"Council Areas"
"78";"S12000018";"Inverclyde";"Council Areas"
"79";"S12000047";"Fife";"Council Areas"
"80";"S12000017";"Highland";"Council Areas"
"81";"S12000047";"Fife";"Council Areas"
"82";"S12000017";"Highland";"Council Areas"
"83";"S12000017";"Highland";"Council Areas"
"84";"S12000018";"Inverclyde";"Council Areas"
"85";"S12000048";"Perth and Kinross";"Council Areas"
"86";"S12000048";"Perth and Kinross";"Council Areas"
"87";"S12000048";"Perth and Kinross";"Council Areas"
"88";"S12000017";"Highland";"Council Areas"
"89";"S12000018";"Inverclyde";"Council Areas"
"90";"S12000017";"Highland";"Council Areas"
"91";"S12000018";"Inverclyde";"Council Areas"
"92";"S12000048";"Perth and Kinross";"Council Areas"
"93";"S12000014";"Falkirk";"Council Areas"
"94";"S12000018";"Inverclyde";"Council Areas"
"95";"S12000048";"Perth and Kinross";"Council Areas"
"96";"S12000039";"West Dunbartonshire";"Council Areas"
"97";"S12000035";"Argyll and Bute";"Council Areas"
"98";"S12000035";"Argyll and Bute";"Council Areas"
"99";"S12000035";"Argyll and Bute";"Council Areas"
"100";"S12000038";"Renfrewshire";"Council Areas"
"101";"S12000035";"Argyll and Bute";"Council Areas"
"102";"S12000035";"Argyll and Bute";"Council Areas"
"103";"S12000036";"City of Edinburgh";"Council Areas"
"104";"S12000036";"City of Edinburgh";"Council Areas"
"105";"S12000035";"Argyll and Bute";"Council Areas"
"106";"S12000035";"Argyll and Bute";"Council Areas"
"107";"S12000038";"Renfrewshire";"Council Areas"
"108";"S12000036";"City of Edinburgh";"Council Areas"
"109";"S12000035";"Argyll and Bute";"Council Areas"
"110";"S12000038";"Renfrewshire";"Council Areas"
"111";"S12000035";"Argyll and Bute";"Council Areas"
"112";"S12000039";"West Dunbartonshire";"Council Areas"
"113";"S12000036";"City of Edinburgh";"Council Areas"
"114";"S12000035";"Argyll and Bute";"Council Areas"
"115";"S12000038";"Renfrewshire";"Council Areas"
"116";"S12000038";"Renfrewshire";"Council Areas"
"117";"S12000038";"Renfrewshire";"Council Areas"
"118";"S12000038";"Renfrewshire";"Council Areas"
"119";"S12000038";"Renfrewshire";"Council Areas"
"120";"S12000039";"West Dunbartonshire";"Council Areas"
"121";"S12000040";"West Lothian";"Council Areas"
"122";"S12000040";"West Lothian";"Council Areas"
"123";"S12000033";"Aberdeen City";"Council Areas"
"124";"S12000040";"West Lothian";"Council Areas"
"125";"S12000033";"Aberdeen City";"Council Areas"
"126";"S12000040";"West Lothian";"Council Areas"
"127";"S12000039";"West Dunbartonshire";"Council Areas"
"128";"S12000040";"West Lothian";"Council Areas"
"129";"S12000040";"West Lothian";"Council Areas"
"130";"S12000040";"West Lothian";"Council Areas"
"131";"S12000040";"West Lothian";"Council Areas"
"132";"S12000040";"West Lothian";"Council Areas"
"133";"S12000040";"West Lothian";"Council Areas"
"134";"S12000040";"West Lothian";"Council Areas"
"135";"S12000036";"City of Edinburgh";"Council Areas"
"136";"S12000035";"Argyll and Bute";"Council Areas"
"137";"S12000040";"West Lothian";"Council Areas"
"138";"S12000033";"Aberdeen City";"Council Areas"
"139";"S12000033";"Aberdeen City";"Council Areas"
"140";"S12000033";"Aberdeen City";"Council Areas"
"141";"S12000040";"West Lothian";"Council Areas"
"142";"S12000039";"West Dunbartonshire";"Council Areas"
"143";"S12000020";"Moray";"Council Areas"
"144";"S12000020";"Moray";"Council Areas"
"145";"S12000020";"Moray";"Council Areas"
"146";"S12000020";"Moray";"Council Areas"
"147";"S12000021";"North Ayrshire";"Council Areas"
"148";"S12000020";"Moray";"Council Areas"
"149";"S12000008";"East Ayrshire";"Council Areas"
"150";"S12000021";"North Ayrshire";"Council Areas"
"151";"S12000020";"Moray";"Council Areas"
"152";"S12000020";"Moray";"Council Areas"
"153";"S12000019";"Midlothian";"Council Areas"
"154";"S12000008";"East Ayrshire";"Council Areas"
"155";"S12000008";"East Ayrshire";"Council Areas"
"156";"S12000019";"Midlothian";"Council Areas"
"157";"S12000008";"East Ayrshire";"Council Areas"
"158";"S12000020";"Moray";"Council Areas"
"159";"S12000010";"East Lothian";"Council Areas"
"160";"S12000019";"Midlothian";"Council Areas"
"161";"S12000020";"Moray";"Council Areas"
"162";"S12000010";"East Lothian";"Council Areas"
"163";"S12000021";"North Ayrshire";"Council Areas"
"164";"S12000008";"East Ayrshire";"Council Areas"
"165";"S12000010";"East Lothian";"Council Areas"
"166";"S12000020";"Moray";"Council Areas"
"167";"S12000050";"North Lanarkshire";"Council Areas"
"168";"S12000039";"West Dunbartonshire";"Council Areas"
"169";"S12000050";"North Lanarkshire";"Council Areas"
"170";"S12000039";"West Dunbartonshire";"Council Areas"
"171";"S12000040";"West Lothian";"Council Areas"
"172";"S12000039";"West Dunbartonshire";"Council Areas"
"173";"S12000039";"West Dunbartonshire";"Council Areas"
"174";"S12000039";"West Dunbartonshire";"Council Areas"
"175";"S12000039";"West Dunbartonshire";"Council Areas"
"176";"S12000040";"West Lothian";"Council Areas"
"177";"S12000050";"North Lanarkshire";"Council Areas"
"178";"S12000039";"West Dunbartonshire";"Council Areas"
"179";"S12000039";"West Dunbartonshire";"Council Areas"
"180";"S12000039";"West Dunbartonshire";"Council Areas"
"181";"S12000040";"West Lothian";"Council Areas"
"182";"S12000039";"West Dunbartonshire";"Council Areas"
"183";"S12000039";"West Dunbartonshire";"Council Areas"
"184";"S12000040";"West Lothian";"Council Areas"
"185";"S12000039";"West Dunbartonshire";"Council Areas"
"186";"S12000039";"West Dunbartonshire";"Council Areas"
"187";"S12000039";"West Dunbartonshire";"Council Areas"
"188";"S12000039";"West Dunbartonshire";"Council Areas"
"189";"S12000040";"West Lothian";"Council Areas"
"190";"S12000027";"Shetland Islands";"Council Areas"
"191";"S12000014";"Falkirk";"Council Areas"
"192";"S12000005";"Clackmannanshire";"Council Areas"
"193";"S12000014";"Falkirk";"Council Areas"
"194";"S12000028";"South Ayrshire";"Council Areas"
"195";"S12000014";"Falkirk";"Council Areas"
"196";"S12000049";"Glasgow City";"Council Areas"
"197";"S12000049";"Glasgow City";"Council Areas"
"198";"S12000050";"North Lanarkshire";"Council Areas"
"199";"S12000006";"Dumfries and Galloway";"Council Areas"
"200";"S12000027";"Shetland Islands";"Council Areas"
"201";"S12000010";"East Lothian";"Council Areas"
"202";"S12000018";"Inverclyde";"Council Areas"
"203";"S12000014";"Falkirk";"Council Areas"
"204";"S12000014";"Falkirk";"Council Areas"
"205";"S12000017";"Highland";"Council Areas"
"206";"S12000026";"Scottish Borders";"Council Areas"
"207";"S12000045";"East Dunbartonshire";"Council Areas"
"208";"S12000019";"Midlothian";"Council Areas"
"209";"S12000028";"South Ayrshire";"Council Areas"
"210";"S12000014";"Falkirk";"Council Areas"
"211";"S12000017";"Highland";"Council Areas"
"212";"S12000040";"West Lothian";"Council Areas"
"213";"S12000049";"Glasgow City";"Council Areas"
"214";"S12000039";"West Dunbartonshire";"Council Areas"
"215";"S12000050";"North Lanarkshire";"Council Areas"
"216";"S12000006";"Dumfries and Galloway";"Council Areas"
"217";"S12000026";"Scottish Borders";"Council Areas"
"218";"S12000039";"West Dunbartonshire";"Council Areas"
"219";"S12000050";"North Lanarkshire";"Council Areas"
"220";"S12000039";"West Dunbartonshire";"Council Areas"
"221";"S12000050";"North Lanarkshire";"Council Areas"
"222";"S12000006";"Dumfries and Galloway";"Council Areas"
"223";"S12000050";"North Lanarkshire";"Council Areas"
"224";"S12000040";"West Lothian";"Council Areas"
"225";"S12000006";"Dumfries and Galloway";"Council Areas"
"226";"S12000039";"West Dunbartonshire";"Council Areas"
"227";"S12000026";"Scottish Borders";"Council Areas"
"228";"S12000006";"Dumfries and Galloway";"Council Areas"
"229";"S12000006";"Dumfries and Galloway";"Council Areas"
"230";"S12000050";"North Lanarkshire";"Council Areas"
"231";"S12000050";"North Lanarkshire";"Council Areas"
"232";"S12000039";"West Dunbartonshire";"Council Areas"
"233";"S12000039";"West Dunbartonshire";"Council Areas"
"234";"S12000027";"Shetland Islands";"Council Areas"
"235";"S12000048";"Perth and Kinross";"Council Areas"
"236";"S12000006";"Dumfries and Galloway";"Council Areas"
"237";"S12000050";"North Lanarkshire";"Council Areas"
"238";"S12000039";"West Dunbartonshire";"Council Areas"
"239";"S12000039";"West Dunbartonshire";"Council Areas"
"240";"S12000006";"Dumfries and Galloway";"Council Areas"
"241";"S12000010";"East Lothian";"Council Areas"
"242";"S12000010";"East Lothian";"Council Areas"
"243";"S12000049";"Glasgow City";"Council Areas"
"244";"S12000049";"Glasgow City";"Council Areas"
"245";"S12000049";"Glasgow City";"Council Areas"
"246";"S12000039";"West Dunbartonshire";"Council Areas"
"247";"S12000010";"East Lothian";"Council Areas"
"248";"S12000010";"East Lothian";"Council Areas"
"249";"S12000050";"North Lanarkshire";"Council Areas"
"250";"S12000014";"Falkirk";"Council Areas"
"251";"S12000006";"Dumfries and Galloway";"Council Areas"
"252";"S12000006";"Dumfries and Galloway";"Council Areas"
"253";"S12000008";"East Ayrshire";"Council Areas"
"254";"S12000010";"East Lothian";"Council Areas"
"255";"S12000006";"Dumfries and Galloway";"Council Areas"
"256";"S12000008";"East Ayrshire";"Council Areas"
"257";"S12000006";"Dumfries and Galloway";"Council Areas"
"258";"S12000008";"East Ayrshire";"Council Areas"
"259";"S12000008";"East Ayrshire";"Council Areas"
"260";"S12000008";"East Ayrshire";"Council Areas"
"261";"S12000006";"Dumfries and Galloway";"Council Areas"
"262";"S12000018";"Inverclyde";"Council Areas"
"263";"S12000045";"East Dunbartonshire";"Council Areas"
"264";"S12000045";"East Dunbartonshire";"Council Areas"
"265";"S12000006";"Dumfries and Galloway";"Council Areas"
"266";"S12000040";"West Lothian";"Council Areas"
"267";"S12000040";"West Lothian";"Council Areas"
"268";"S12000018";"Inverclyde";"Council Areas"
"269";"S12000018";"Inverclyde";"Council Areas"
"270";"S12000018";"Inverclyde";"Council Areas"
"271";"S12000019";"Midlothian";"Council Areas"
"272";"S12000045";"East Dunbartonshire";"Council Areas"
"273";"S12000019";"Midlothian";"Council Areas"
"274";"S12000008";"East Ayrshire";"Council Areas"
"275";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"276";"S12000005";"Clackmannanshire";"Council Areas"
"277";"S12000027";"Shetland Islands";"Council Areas"
"278";"S12000005";"Clackmannanshire";"Council Areas"
"279";"S12000040";"West Lothian";"Council Areas"
"280";"S12000040";"West Lothian";"Council Areas"
"281";"S12000027";"Shetland Islands";"Council Areas"
"282";"S12000049";"Glasgow City";"Council Areas"
"283";"S12000028";"South Ayrshire";"Council Areas"
"284";"S12000040";"West Lothian";"Council Areas"
"285";"S12000019";"Midlothian";"Council Areas"
"286";"S12000019";"Midlothian";"Council Areas"
"287";"S12000019";"Midlothian";"Council Areas"
"288";"S12000019";"Midlothian";"Council Areas"
"289";"S12000019";"Midlothian";"Council Areas"
"290";"S12000019";"Midlothian";"Council Areas"
"291";"S12000021";"North Ayrshire";"Council Areas"
"292";"S12000021";"North Ayrshire";"Council Areas"
"293";"S12000006";"Dumfries and Galloway";"Council Areas"
"294";"S12000021";"North Ayrshire";"Council Areas"
"295";"S12000019";"Midlothian";"Council Areas"
"296";"S12000021";"North Ayrshire";"Council Areas"
"297";"S12000008";"East Ayrshire";"Council Areas"
"298";"S12000019";"Midlothian";"Council Areas"
"299";"S12000027";"Shetland Islands";"Council Areas"
"300";"S12000005";"Clackmannanshire";"Council Areas"
"301";"S12000008";"East Ayrshire";"Council Areas"
"302";"S12000005";"Clackmannanshire";"Council Areas"
"303";"S12000020";"Moray";"Council Areas"
"304";"S12000006";"Dumfries and Galloway";"Council Areas"
"305";"S12000020";"Moray";"Council Areas"
"306";"S12000020";"Moray";"Council Areas"
"307";"S12000020";"Moray";"Council Areas"
"308";"S12000019";"Midlothian";"Council Areas"
"309";"S12000006";"Dumfries and Galloway";"Council Areas"
"310";"S12000006";"Dumfries and Galloway";"Council Areas"
"311";"S12000021";"North Ayrshire";"Council Areas"
"312";"S12000020";"Moray";"Council Areas"
"313";"S12000021";"North Ayrshire";"Council Areas"
"314";"S12000021";"North Ayrshire";"Council Areas"
"315";"S12000014";"Falkirk";"Council Areas"
"316";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"317";"S12000014";"Falkirk";"Council Areas"
"318";"S12000021";"North Ayrshire";"Council Areas"
"319";"S12000021";"North Ayrshire";"Council Areas"
"320";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"321";"S12000021";"North Ayrshire";"Council Areas"
"322";"S12000021";"North Ayrshire";"Council Areas"
"323";"S12000020";"Moray";"Council Areas"
"324";"S12000017";"Highland";"Council Areas"
"325";"S12000008";"East Ayrshire";"Council Areas"
"326";"S12000020";"Moray";"Council Areas"
"327";"S12000020";"Moray";"Council Areas"
"328";"S12000019";"Midlothian";"Council Areas"
"329";"S12000021";"North Ayrshire";"Council Areas"
"330";"S12000017";"Highland";"Council Areas"
"331";"S12000021";"North Ayrshire";"Council Areas"
"332";"S12000006";"Dumfries and Galloway";"Council Areas"
"333";"S12000008";"East Ayrshire";"Council Areas"
"334";"S12000008";"East Ayrshire";"Council Areas"
"335";"S12000040";"West Lothian";"Council Areas"
"336";"S12000050";"North Lanarkshire";"Council Areas"
"337";"S12000027";"Shetland Islands";"Council Areas"
"338";"S12000008";"East Ayrshire";"Council Areas"
"339";"S12000008";"East Ayrshire";"Council Areas"
"340";"S12000006";"Dumfries and Galloway";"Council Areas"
"341";"S12000008";"East Ayrshire";"Council Areas"
"342";"S12000008";"East Ayrshire";"Council Areas"
"343";"S12000006";"Dumfries and Galloway";"Council Areas"
"344";"S12000039";"West Dunbartonshire";"Council Areas"
"345";"S12000049";"Glasgow City";"Council Areas"
"346";"S12000006";"Dumfries and Galloway";"Council Areas"
"347";"S12000039";"West Dunbartonshire";"Council Areas"
"348";"S12000049";"Glasgow City";"Council Areas"
"349";"S12000006";"Dumfries and Galloway";"Council Areas"
"350";"S12000039";"West Dunbartonshire";"Council Areas"
"351";"S12000049";"Glasgow City";"Council Areas"
"352";"S12000006";"Dumfries and Galloway";"Council Areas"
"353";"S12000050";"North Lanarkshire";"Council Areas"
"354";"S12000049";"Glasgow City";"Council Areas"
"355";"S12000039";"West Dunbartonshire";"Council Areas"
"356";"S12000008";"East Ayrshire";"Council Areas"
"357";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"358";"S12000006";"Dumfries and Galloway";"Council Areas"
"359";"S12000008";"East Ayrshire";"Council Areas"
"360";"S12000008";"East Ayrshire";"Council Areas"
"361";"S12000006";"Dumfries and Galloway";"Council Areas"
"362";"S12000019";"Midlothian";"Council Areas"
"363";"S12000019";"Midlothian";"Council Areas"
"364";"S12000019";"Midlothian";"Council Areas"
"365";"S12000019";"Midlothian";"Council Areas"
"366";"S12000019";"Midlothian";"Council Areas"
"367";"S12000020";"Moray";"Council Areas"
"368";"S12000008";"East Ayrshire";"Council Areas"
"369";"S12000008";"East Ayrshire";"Council Areas"
"370";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"371";"S12000008";"East Ayrshire";"Council Areas"
"372";"S12000006";"Dumfries and Galloway";"Council Areas"
"373";"S12000008";"East Ayrshire";"Council Areas"
"374";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"375";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"376";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"377";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"378";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"379";"S12000038";"Renfrewshire";"Council Areas"
"380";"S12000036";"City of Edinburgh";"Council Areas"
"381";"S12000019";"Midlothian";"Council Areas"
"382";"S12000038";"Renfrewshire";"Council Areas"
"383";"S12000027";"Shetland Islands";"Council Areas"
"384";"S12000029";"South Lanarkshire";"Council Areas"
"385";"S12000036";"City of Edinburgh";"Council Areas"
"386";"S12000035";"Argyll and Bute";"Council Areas"
"387";"S12000036";"City of Edinburgh";"Council Areas"
"388";"S12000036";"City of Edinburgh";"Council Areas"
"389";"S12000038";"Renfrewshire";"Council Areas"
"390";"S12000020";"Moray";"Council Areas"
"391";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"392";"S12000008";"East Ayrshire";"Council Areas"
"393";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"394";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"395";"S12000023";"Orkney Islands";"Council Areas"
"396";"S12000005";"Clackmannanshire";"Council Areas"
"397";"S12000008";"East Ayrshire";"Council Areas"
"398";"S12000008";"East Ayrshire";"Council Areas"
"399";"S12000008";"East Ayrshire";"Council Areas"
"400";"S12000040";"West Lothian";"Council Areas"
"401";"S12000013";"Na h-Eileanan Siar";"Council Areas"
"402";"S12000027";"Shetland Islands";"Council Areas"
"403";"S12000048";"Perth and Kinross";"Council Areas"
"404";"S12000048";"Perth and Kinross";"Council Areas"
"405";"S12000048";"Perth and Kinross";"Council Areas"
"406";"S12000038";"Renfrewshire";"Council Areas"
"407";"S12000038";"Renfrewshire";"Council Areas"
"408";"S12000048";"Perth and Kinross";"Council Areas"
"409";"S12000027";"Shetland Islands";"Council Areas"
"410";"S12000010";"East Lothian";"Council Areas"
"411";"S12000027";"Shetland Islands";"Council Areas"
"412";"S12000010";"East Lothian";"Council Areas"
"413";"S12000010";"East Lothian";"Council Areas"
"414";"S12000027";"Shetland Islands";"Council Areas"
"415";"S12000038";"Renfrewshire";"Council Areas"
"416";"S12000020";"Moray";"Council Areas"
"417";"S12000020";"Moray";"Council Areas"
"418";"S12000038";"Renfrewshire";"Council Areas"
"419";"S12000020";"Moray";"Council Areas"
"420";"S12000038";"Renfrewshire";"Council Areas"
"421";"S12000038";"Renfrewshire";"Council Areas"
"422";"S12000038";"Renfrewshire";"Council Areas"
"423";"S12000020";"Moray";"Council Areas"
"424";"S12000020";"Moray";"Council Areas"
"425";"S12000036";"City of Edinburgh";"Council Areas"
"426";"S12000029";"South Lanarkshire";"Council Areas"
"427";"S12000045";"East Dunbartonshire";"Council Areas"
"428";"S12000045";"East Dunbartonshire";"Council Areas"
"429";"S12000045";"East Dunbartonshire";"Council Areas"
"430";"S12000045";"East Dunbartonshire";"Council Areas"
"431";"S12000018";"Inverclyde";"Council Areas"
"432";"S12000045";"East Dunbartonshire";"Council Areas"
"433";"S12000014";"Falkirk";"Council Areas"
"434";"S12000028";"South Ayrshire";"Council Areas"
"435";"S12000049";"Glasgow City";"Council Areas"
"436";"S12000014";"Falkirk";"Council Areas"
"437";"S12000018";"Inverclyde";"Council Areas"
"438";"S12000018";"Inverclyde";"Council Areas"
"439";"S12000042";"Dundee City";"Council Areas"
"440";"S12000019";"Midlothian";"Council Areas"
"441";"S12000014";"Falkirk";"Council Areas"
"442";"S12000018";"Inverclyde";"Council Areas"
"443";"S12000018";"Inverclyde";"Council Areas"
"444";"S12000029";"South Lanarkshire";"Council Areas"
"445";"S12000029";"South Lanarkshire";"Council Areas"
"446";"S12000017";"Highland";"Council Areas"
"447";"S12000045";"East Dunbartonshire";"Council Areas"
"448";"S12000018";"Inverclyde";"Council Areas"
"449";"S12000029";"South Lanarkshire";"Council Areas"
"450";"S12000028";"South Ayrshire";"Council Areas"
"451";"S12000005";"Clackmannanshire";"Council Areas"
"452";"S12000036";"City of Edinburgh";"Council Areas"
"453";"S12000036";"City of Edinburgh";"Council Areas"
"454";"S12000029";"South Lanarkshire";"Council Areas"
"455";"S12000045";"East Dunbartonshire";"Council Areas"
"456";"S12000020";"Moray";"Council Areas"
"457";"S12000036";"City of Edinburgh";"Council Areas"
"458";"S12000038";"Renfrewshire";"Council Areas"
"459";"S12000038";"Renfrewshire";"Council Areas"
"460";"S12000036";"City of Edinburgh";"Council Areas"
"461";"S12000010";"East Lothian";"Council Areas"
"462";"S12000036";"City of Edinburgh";"Council Areas"
"463";"S12000050";"North Lanarkshire";"Council Areas"
"464";"S12000049";"Glasgow City";"Council Areas"
"465";"S12000029";"South Lanarkshire";"Council Areas"
"466";"S12000039";"West Dunbartonshire";"Council Areas"
"467";"S12000050";"North Lanarkshire";"Council Areas"
"468";"S12000039";"West Dunbartonshire";"Council Areas"
"469";"S12000050";"North Lanarkshire";"Council Areas"
"470";"S12000039";"West Dunbartonshire";"Council Areas"
"471";"S12000045";"East Dunbartonshire";"Council Areas"
"472";"S12000014";"Falkirk";"Council Areas"
"473";"S12000014";"Falkirk";"Council Areas"
"474";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"475";"S08000030";"Tayside";"Health Board Areas"
"476";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"477";"S08000029";"Fife";"Health Board Areas"
"478";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"479";"S08000029";"Fife";"Health Board Areas"
"480";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"481";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"482";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"483";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"484";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"485";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"486";"S08000030";"Tayside";"Health Board Areas"
"487";"S08000032";"Lanarkshire";"Health Board Areas"
"488";"S08000026";"Shetland";"Health Board Areas"
"489";"S08000032";"Lanarkshire";"Health Board Areas"
"490";"S08000029";"Fife";"Health Board Areas"
"491";"S08000029";"Fife";"Health Board Areas"
"492";"S08000030";"Tayside";"Health Board Areas"
"493";"S08000030";"Tayside";"Health Board Areas"
"494";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"495";"S08000029";"Fife";"Health Board Areas"
"496";"S08000026";"Shetland";"Health Board Areas"
"497";"S08000026";"Shetland";"Health Board Areas"
"498";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"499";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"500";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"501";"S08000015";"Ayrshire and Arran";"Health Board Areas"
"502";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"503";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"504";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"505";"S08000032";"Lanarkshire";"Health Board Areas"
"506";"S08000025";"Orkney";"Health Board Areas"
"507";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"508";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
"509";"S08000031";"Greater Glasgow and Clyde";"Health Board Areas"
